iter	RMSE
159	0.05256898697
160	0.05248372792
161	0.05242209823
162	0.05234413976
163	0.05232198437
164	0.0523009546
165	0.05222664824
166	0.05220448734
167	0.05212962982
168	0.05206468138
169	0.05200784466
170	0.05192441613
171	0.05187365124
172	0.05185285421
173	0.05177903422
174	0.05171762734
175	0.0516603645
176	0.05164042674
177	0.05162105978
178	0.05155303845
179	0.05153610324
180	0.05146547252
181	0.05144893789
182	0.05143281171
183	0.05137632002
184	0.05131749474
185	0.05125019294
186	0.05123452498
187	0.05121922883
188	0.05114447431
189	0.05107883733
190	0.05102239046
191	0.05096979003
192	0.0509550363
193	0.05094062925
194	0.05087383226
195	0.05081409631
196	0.05069310559
197	0.05067900725
198	0.0506652667
199	0.05065175549
200	0.05054913911
201	0.05049952972
202	0.05048630385
203	0.05039753937
204	0.05033205836
205	0.05027346485
206	0.05021254081
207	0.05014337004
208	0.05004735422
209	0.04997123289
210	0.04991349891
211	0.04990119824
212	0.0498056968
213	0.04979369426
214	0.04973428704
215	0.04968215207
216	0.04963072164
217	0.04956523595
218	0.04952163473
219	0.0494739963
220	0.04946230367
221	0.04940688727
222	0.0493955364
223	0.04934175396
224	0.04933065058
225	0.04931966196
226	0.04926840116
227	0.04921543493
228	0.04916914894
229	0.04915855206
230	0.04910905296
231	0.04905498482
232	0.04897120488
233	0.04896090183
234	0.04891795418
235	0.04886697481
236	0.04885692568
237	0.04881642134
238	0.04880676881
239	0.04876395249
240	0.04870207353
241	0.04869292946
242	0.04864613642
243	0.04861239612
244	0.04857232437
245	0.04849296905
246	0.04845791978
247	0.04841466058
248	0.04833554693
249	0.0482620298
250	0.04819226036
251	0.04818407828
252	0.04817187292
253	0.04811970416
254	0.04811168779
255	0.04806737148
256	0.04802524021
257	0.04799300275
258	0.04798155264
259	0.04794529562
260	0.04793822324
261	0.04793150036
262	0.04792488523
263	0.04791848873
264	0.04791230328
265	0.04790632156
266	0.04790053653
267	0.04785479712
268	0.04784523712
269	0.04780940291
270	0.04780026151
271	0.04774743986
272	0.04773300573
273	0.04766064896
274	0.04765203583
275	0.04761814983
276	0.04760247771
277	0.04756041023
278	0.04750742506
279	0.04746715745
280	0.04742719974
281	0.04737439744
282	0.04732144846
283	0.04728986062
284	0.04725762945
285	0.04722202429
286	0.04717179183
287	0.04713428451
288	0.04708940235
289	0.04707610527
290	0.04703648671
291	0.04699864858
292	0.04696547172
293	0.04692739392
294	0.04691607993
295	0.04688853884
296	0.04685251454
297	0.04683018797
298	0.04679381382
299	0.04676365116
300	0.04669422001
301	0.04666043847
302	0.04660310924
303	0.04656273332
304	0.04652652783
305	0.04648575946
306	0.04645190869
307	0.04642681079
308	0.04639989601
309	0.04637055927
310	0.04633107956
311	0.04630851642
312	0.04628293006
313	0.04624633474
314	0.04620440338
315	0.04615273519
316	0.04612533768
317	0.04610335291
318	0.04605002916
319	0.0459913859
320	0.04596237573
321	0.04593344922
322	0.04590690317
323	0.04587948831
324	0.04583177964
325	0.04581106956
326	0.04578549042
327	0.04576606077
328	0.04573583311
329	0.04571032079
330	0.04569204276
331	0.0456394507
332	0.04560293129
333	0.04557690344
334	0.0455498152
335	0.04550695511
336	0.0454587431
337	0.04542685909
338	0.04540457563
339	0.04536629972
340	0.04533890982
341	0.04530907927
342	0.04527378455
343	0.04523845189
344	0.04518906867
345	0.04515728501
346	0.0451305937
347	0.04510134071
348	0.04507034578
349	0.04504207536
350	0.04501539115
351	0.04498881305
352	0.04496431055
353	0.04494435458
354	0.04492547487
355	0.04490732226
356	0.04488334743
357	0.04486222533
358	0.04484490872
359	0.04482646409
360	0.04481094387
361	0.04478576776
362	0.04475444801
363	0.04471507109
364	0.04469889764
365	0.04467604064
366	0.04465633796
367	0.04461627137
368	0.04458511268
369	0.04456142699
370	0.04451567465
371	0.04447438698
372	0.04445056537
373	0.04443078936
374	0.04438947516
375	0.04436827709
376	0.04433469085
377	0.04429551126
378	0.0442699929
379	0.04424727345
380	0.04422421886
381	0.04418922645
382	0.04417087204
383	0.04415761457
384	0.04413761427
385	0.04411296108
386	0.04407535862
387	0.04405683084
388	0.0440201925
389	0.04400289937
390	0.04397828382
391	0.04395653884
392	0.04393631654
393	0.04390626217
394	0.04388288234
395	0.04385789215
396	0.0438251027
397	0.04379866724
398	0.04378392601
399	0.04375974513
400	0.04373017222
401	0.04371538111
402	0.04369128697
403	0.04367293532
404	0.04365690287
405	0.04363732859
406	0.04360841361
407	0.04360420318
408	0.04358496139
409	0.04356756499
410	0.0435540881
411	0.04353875286
412	0.04351404672
413	0.04349580147
414	0.04347815595
415	0.0434593602
416	0.04344455321
417	0.04343545562
418	0.04340438002
419	0.04338941585
420	0.04336296993
421	0.04331416282
422	0.04329378428
423	0.04327325323
424	0.04325841692
425	0.04324268132
426	0.04321863316
427	0.04319780935
428	0.04318426845
429	0.04315583185
430	0.04315186299
431	0.04313637479
432	0.04311666066
433	0.04307216775
434	0.04305058016
435	0.04302316082
436	0.0430082128
437	0.04299358851
438	0.04297557411
439	0.04295550276
440	0.04292392735
441	0.04291380425
442	0.04289638006
443	0.04288371589
444	0.04286644956
445	0.04284419241
446	0.04281947036
447	0.04279826043
448	0.04276800678
449	0.04274497019
450	0.0427225838
451	0.04270579072
452	0.04268571934
453	0.04267451331
454	0.04265361346
455	0.04263841182
456	0.04262113523
457	0.04260572176
458	0.04256553561
459	0.04255047898
460	0.0425267648
461	0.0425148834
462	0.04251133676
463	0.04250787514
464	0.0424783657
465	0.0424750132
466	0.04246172403
467	0.04243946999
468	0.04242848231
469	0.04241296574
470	0.04240017823
471	0.04238631334
472	0.04236618249
473	0.0423455345
474	0.04232931003
475	0.0423104759
476	0.04230725659
477	0.04228504486
478	0.04227050115
479	0.04225484807
480	0.04223749413
481	0.04221155695
482	0.04220222606
483	0.0421806526
484	0.04216737586
485	0.04215214332
486	0.04213852219
487	0.04212495045
488	0.04210207393
489	0.04208773216
490	0.04206898468
491	0.04205035125
492	0.04203529242
493	0.04201018137
494	0.04198600768
495	0.04198291788
496	0.04197016326
497	0.04196016519
498	0.04194754415
499	0.04193287185
500	0.04191563019
501	0.04189026885
502	0.04187469369
503	0.0418441404
504	0.04182640515
505	0.04181035588
506	0.04178892687
507	0.04176544782
508	0.04175602917
509	0.0417530851
510	0.04173930994
511	0.04172537672
512	0.04170748215
513	0.04169572209
514	0.0416835861
515	0.04166740822
516	0.04165964271
517	0.04164773362
518	0.0416298573
519	0.04161205032
520	0.04160078578
521	0.04158769413
522	0.04156639464
523	0.04155358828
524	0.04155076322
525	0.04153638728
526	0.04152132333
527	0.04150484561
528	0.0414912225
529	0.04148847283
530	0.04146786003
531	0.0414478503
532	0.04143022243
533	0.04141514017
534	0.04140392564
535	0.04138996629
536	0.04138060006
537	0.04136656072
538	0.04135858995
539	0.04134805977
540	0.04133082508
541	0.04130995869
542	0.04130733885
543	0.04128766664
544	0.04127952682
545	0.04126634753
546	0.04124662731
547	0.04122954765
548	0.04121643444
549	0.04120425596
550	0.04118852229
551	0.0411859997
552	0.04117008155
553	0.04115899453
554	0.04115430661
555	0.04113639074
556	0.04112175745
557	0.04110513401
558	0.04109506034
559	0.04107771458
560	0.04105150721
561	0.04102793453
562	0.04101570678
563	0.04100597792
564	0.04098499056
565	0.04096924134
566	0.04095314963
567	0.04093784629
568	0.04092506592
569	0.04092260589
570	0.04090481076
571	0.04088993549
572	0.04087547884
573	0.0408730848
574	0.04085686334
575	0.04084388159
576	0.04083382376
577	0.0408106477
578	0.04080829258
579	0.04078891334
580	0.0407733767
581	0.04076046721
582	0.04074516439
583	0.04073268357
584	0.04071677648
585	0.04070339629
586	0.04069076466
587	0.04067824321
588	0.0406633622
589	0.04065083759
590	0.04063268291
591	0.04061659098
592	0.04060526493
593	0.04059813126
594	0.04058764005
595	0.04056698003
596	0.04055157473
597	0.04054930251
598	0.04054011307
599	0.04052268304
600	0.0405058765
601	0.04049146196
602	0.04048230361
603	0.04046305338
604	0.04046086878
605	0.04045022446
606	0.04042145728
607	0.04041724631
608	0.04041036243
609	0.04039983242
610	0.04037746727
611	0.04037042283
612	0.04035593123
613	0.04034403587
614	0.04033700054
615	0.04032255985
616	0.04030669538
617	0.04029461568
618	0.04028412629
619	0.04026917942
620	0.04025421651
621	0.04023201549
622	0.0402108667
623	0.04019597553
624	0.04018745189
625	0.04017913982
626	0.04016786787
627	0.04016222707
628	0.04013809267
629	0.04013149188
630	0.0401294342
631	0.04011257309
632	0.0401011386
633	0.04009072151
634	0.04007708115
635	0.04006414592
636	0.04005530916
637	0.04004105229
638	0.04002734203
639	0.04001228181
640	0.04000095072
641	0.03999210483
642	0.03998206538
643	0.03997580129
644	0.03996625738
645	0.0399642487
646	0.0399521328
647	0.039940034
648	0.03993808229
649	0.03992765656
650	0.03991829626
651	0.03991234412
652	0.03989817432
653	0.03988301415
654	0.03987241833
655	0.03986144449
656	0.0398522257
657	0.03983853796
658	0.03983534159
659	0.03982613877
660	0.03979976621
661	0.03978483119
662	0.03976713065
663	0.03974527341
664	0.03973054683
665	0.03972865455
666	0.03970878016
667	0.03969498403
668	0.03968295819
669	0.03966928835
670	0.03965167379
671	0.03964171129
672	0.03963033388
673	0.03961409909
674	0.0396082044
675	0.03959163654
676	0.03958295108
677	0.0395630848
678	0.039558526
679	0.03953838883
680	0.0395365511
681	0.03952666864
682	0.03951956611
683	0.03951504894
684	0.03950294032
685	0.03949604264
686	0.03949426175
687	0.03948754938
688	0.03947470796
689	0.03946976587
690	0.03945330291
691	0.03944108338
692	0.03942983749
693	0.03942811497
694	0.03939148087
695	0.03937760244
696	0.03936825663
697	0.03934439035
698	0.03933201016
699	0.03931225128
700	0.03929744008
701	0.03928699673
702	0.03927327789
703	0.0392620422
704	0.03925376849
705	0.03923771214
706	0.03922444272
707	0.03920931064
708	0.03919865412
709	0.03918935691
710	0.03917839552
711	0.03917120247
712	0.03916206481
713	0.0391537191
714	0.039138359
715	0.03912048109
716	0.03910750464
717	0.0390898539
718	0.03907573118
719	0.03906215879
720	0.03905293193
721	0.03903913198
722	0.03902707087
723	0.03901515923
724	0.03900265552
725	0.03899311735
726	0.03898316179
727	0.03897394737
728	0.03896490006
729	0.03895402015
730	0.03894151932
731	0.03893184573
732	0.03891371422
733	0.03889866372
734	0.03888594038
735	0.03887570074
736	0.03886263787
737	0.03884361718
738	0.03883555548
739	0.0388246234
740	0.038813491
741	0.03879832138
742	0.03878937323
743	0.0387823461
744	0.03876828291
745	0.03875974813
746	0.0387461359
747	0.03873922806
748	0.03873503271
749	0.03871821376
750	0.03870427282
751	0.03869650461
752	0.03868341167
753	0.03867080667
754	0.03865682411
755	0.03864585919
756	0.03863944053
757	0.03862580581
758	0.03861604936
759	0.03860234876
760	0.03858630715
761	0.03857586601
762	0.03856456812
763	0.03855255474
764	0.03854256058
765	0.03853424165
766	0.03852691569
767	0.03852535172
768	0.03851099689
769	0.03850012234
770	0.03848904485
771	0.03848145137
772	0.03847991458
773	0.03846598801
774	0.03845126217
775	0.03843188297
776	0.03842044973
777	0.03841069961
778	0.03840338357
779	0.03839349532
780	0.03838022778
781	0.03837393965
782	0.03835433184
783	0.03834486236
784	0.03833550029
785	0.03832529247
786	0.03831616005
787	0.03830734349
788	0.03829668432
789	0.03828202061
790	0.0382718318
791	0.03826804935
792	0.03825505847
793	0.03824448835
794	0.03823382331
795	0.03822582583
796	0.03821721523
797	0.03820397909
798	0.03819370919
799	0.03818977414
800	0.03817875534
801	0.03816671026
802	0.03815601424
803	0.03814144592
804	0.03813454441
805	0.03812339843
806	0.03810803394
807	0.03808306745
808	0.03807580426
809	0.03805768263
810	0.0380552585
811	0.03804505083
812	0.03803242198
813	0.03802144666
814	0.03800970629
815	0.03799726795
816	0.03798273134
817	0.03797284284
818	0.03796304459
819	0.03795131134
820	0.03792834341
821	0.03792150222
822	0.03790856846
823	0.03789590076
824	0.03788223326
825	0.03787332597
826	0.03786437057
827	0.03785599253
828	0.03784667465
829	0.03784008939
830	0.03783072679
831	0.0378186325
832	0.03780725951
833	0.03779679184
834	0.03778961812
835	0.03776878796
836	0.03775793764
837	0.03774775564
838	0.03773833211
839	0.03772832253
840	0.03771677104
841	0.03771036643
842	0.0376990101
843	0.03769307491
844	0.03768505417
845	0.03767172679
846	0.0376627006
847	0.03765609982
848	0.03765013861
849	0.03762955059
850	0.0376193076
851	0.0376106287
852	0.03760196439
853	0.03759471559
854	0.03758812278
855	0.03757827588
856	0.03757178645
857	0.03755253258
858	0.03754407608
859	0.03753303542
860	0.03752548192
861	0.03751632293
862	0.03750865314
863	0.03749640176
864	0.0374876681
865	0.03748007774
866	0.03747143198
867	0.03746427956
868	0.03745529309
869	0.03743418459
870	0.0374269547
871	0.03741445253
872	0.03740461568
873	0.03739346984
874	0.03738544548
875	0.037380497
876	0.03737471299
877	0.03736425575
878	0.03735497108
879	0.03734627155
880	0.03733276026
881	0.03732333018
882	0.03731640245
883	0.03730497927
884	0.03729558064
885	0.03728598741
886	0.03726457373
887	0.03725559544
888	0.03724490013
889	0.03722620358
890	0.03721823967
891	0.03720968869
892	0.03720151199
893	0.03719537668
894	0.03718558992
895	0.03717793623
896	0.03717309813
897	0.03716138949
898	0.03714897425
899	0.03713653473
900	0.03713097633
901	0.03711198861
902	0.0370980824
903	0.03708911908
904	0.03707713363
905	0.03706786987
906	0.03705923672
907	0.03705065141
908	0.0370399242
909	0.03703266379
910	0.03702245496
911	0.03700369232
912	0.03699796937
913	0.03699322808
914	0.03698304879
915	0.03697324007
916	0.03696512648
917	0.03694797942
918	0.03694151152
919	0.0369361147
920	0.03692863914
921	0.03691623857
922	0.03690669092
923	0.0368981235
924	0.03688703127
925	0.0368792546
926	0.03687136045
927	0.03687016972
928	0.03686063206
929	0.03684731923
930	0.0368409085
931	0.03683001433
932	0.03681669578
933	0.03680897721
934	0.03680154249
935	0.03679675077
936	0.03678750859
937	0.03677094378
938	0.03676202264
939	0.0367541991
940	0.03674500331
941	0.03673352441
942	0.03671375447
943	0.03670140777
944	0.03669411432
945	0.03668530673
946	0.03667602421
947	0.0366676614
948	0.03666295361
949	0.03664629052
950	0.03662641447
951	0.03661531044
952	0.03660297588
953	0.03659634647
954	0.03658359524
955	0.03657777813
956	0.03656287625
957	0.03654804335
958	0.03653283894
959	0.03652076841
960	0.03651263753
961	0.03650005146
962	0.03648766403
963	0.0364770494
964	0.03646842847
965	0.03646554828
966	0.03644811251
967	0.0364399211
968	0.03642565136
969	0.0364153164
970	0.03640940596
971	0.03640166177
972	0.03639194141
973	0.03638496322
974	0.0363776525
975	0.03637239524
976	0.036366244
977	0.03635967527
978	0.03634844157
979	0.03633876695
980	0.03633007664
981	0.03632467585
982	0.03631099019
983	0.0363039956
984	0.03629493101
985	0.03628229345
986	0.03627385477
987	0.03626121795
988	0.03625520215
989	0.03625016452
990	0.0362437591
991	0.03623432231
992	0.03622090617
993	0.03621187437
994	0.03620417743
995	0.03619420431
996	0.03618584594
997	0.03617559796
998	0.03616692132
999	0.03615961921
